50.00000000 -0.16004497 0.00877292 -0.16881789
100.00000000 -0.19889791 0.01966095 -0.21855886
150.00000000 -0.22294621 0.03693159 -0.25987780
200.00000000 -0.23155195 0.05563014 -0.28718209
250.00000000 -0.23549352 0.06910782 -0.30460134
300.00000000 -0.23587393 0.07551489 -0.31138882
350.00000000 -0.23553821 0.07757086 -0.31310907
400.00000000 -0.23521703 0.07816648 -0.31338352
450.00000000 -0.23522909 0.07826056 -0.31348965
500.00000000 -0.23545381 0.07839385 -0.31384766
550.00000000 -0.23445521 0.07869663 -0.31315184
600.00000000 -0.23536441 0.07833656 -0.31370097
650.00000000 -0.23491112 0.07823285 -0.31314397
700.00000000 -0.23491427 0.07825491 -0.31316918
750.00000000 -0.23572807 0.07850157 -0.31422964
800.00000000 -0.23507679 0.07830577 -0.31338257
850.00000000 -0.23556995 0.07845542 -0.31402537
900.00000000 -0.23531549 0.07839365 -0.31370914
950.00000000 -0.23515326 0.07866260 -0.31381586
1000.00000000 -0.23500892 0.07827253 -0.31328145
1050.00000000 -0.23535316 0.07840101 -0.31375417
1100.00000000 -0.23490694 0.07826081 -0.31316775
1150.00000000 -0.23454366 0.07812282 -0.31266648
1200.00000000 -0.23443738 0.07808252 -0.31251991
1250.00000000 -0.23498354 0.07827508 -0.31325862
1300.00000000 -0.23482165 0.07839584 -0.31321749
1350.00000000 -0.23533063 0.07838003 -0.31371066
1400.00000000 -0.23497745 0.07828749 -0.31326494
1450.00000000 -0.23554164 0.07843295 -0.31397459
1500.00000000 -0.23518065 0.07835981 -0.31354046
1550.00000000 -0.23539560 0.07843216 -0.31382775
1600.00000000 -0.23462939 0.07818306 -0.31281245
1650.00000000 -0.23501653 0.07828932 -0.31330585
1700.00000000 -0.23516016 0.07832614 -0.31348631
1750.00000000 -0.23524003 0.07837485 -0.31361488
1800.00000000 -0.23517402 0.07834748 -0.31352150
1850.00000000 -0.23481414 0.07822624 -0.31304038
1900.00000000 -0.23516072 0.07833707 -0.31349778
1950.00000000 -0.23549237 0.07844938 -0.31394175
2000.00000000 -0.23542773 0.07842038 -0.31384811
2050.00000000 -0.23509143 0.07833748 -0.31342891
2100.00000000 -0.23558487 0.07848270 -0.31406757
2150.00000000 -0.23470008 0.07820491 -0.31290498
2200.00000000 -0.23487978 0.07824738 -0.31312716
2250.00000000 -0.23434439 0.07807031 -0.31241471
2300.00000000 -0.23550291 0.07846068 -0.31396359
2350.00000000 -0.23508504 0.07834035 -0.31342539
2400.00000000 -0.23492020 0.07825149 -0.31317168
2450.00000000 -0.23574891 0.07851443 -0.31426334
2500.00000000 -0.23462718 0.07819290 -0.31282008
2550.00000000 -0.23514057 0.07832732 -0.31346789
2600.00000000 -0.23528395 0.07835906 -0.31364301
2650.00000000 -0.23479757 0.07823190 -0.31302947
2700.00000000 -0.23571263 0.07849967 -0.31421229
2750.00000000 -0.23557547 0.07849773 -0.31407320
2800.00000000 -0.23473252 0.07821297 -0.31294549
2850.00000000 -0.23541516 0.07841611 -0.31383127
2900.00000000 -0.23453946 0.07815431 -0.31269377
2950.00000000 -0.23509226 0.07830554 -0.31339779
3000.00000000 -0.23470226 0.07819638 -0.31289864
3050.00000000 -0.23465411 0.07817303 -0.31282714
3100.00000000 -0.23474104 0.07819884 -0.31293988
3150.00000000 -0.23430318 0.07806387 -0.31236705
3200.00000000 -0.23530757 0.07837668 -0.31368425
3250.00000000 -0.23518234 0.07835671 -0.31353906
