50.00000000 -0.12496191 0.00800250 -0.13296442
100.00000000 -0.15818564 0.02106062 -0.17924626
150.00000000 -0.17139973 0.04065470 -0.21205443
200.00000000 -0.17507481 0.05425743 -0.22933224
250.00000000 -0.17477396 0.05949594 -0.23426990
300.00000000 -0.17519767 0.06060510 -0.23580277
350.00000000 -0.17427981 0.06085682 -0.23513663
400.00000000 -0.17478180 0.06063178 -0.23541358
450.00000000 -0.17471620 0.06066746 -0.23538366
500.00000000 -0.17480028 0.06069715 -0.23549743
550.00000000 -0.17459863 0.06066086 -0.23525949
600.00000000 -0.17461633 0.06065435 -0.23527068
650.00000000 -0.17486383 0.06074997 -0.23561381
700.00000000 -0.17471116 0.06068457 -0.23539573
750.00000000 -0.17476169 0.06071100 -0.23547269
800.00000000 -0.17492256 0.06075978 -0.23568234
850.00000000 -0.17507757 0.06084107 -0.23591864
900.00000000 -0.17432570 0.06111223 -0.23543793
950.00000000 -0.17565598 0.06102070 -0.23667668
1000.00000000 -0.17498130 0.06077382 -0.23575512
1050.00000000 -0.17473703 0.06071142 -0.23544845
1100.00000000 -0.17477885 0.06072558 -0.23550443
1150.00000000 -0.17455916 0.06065331 -0.23521248
1200.00000000 -0.17531144 0.06091769 -0.23622914
1250.00000000 -0.17499255 0.06080345 -0.23579600
1300.00000000 -0.17465016 0.06066095 -0.23531111
1350.00000000 -0.17529347 0.06092142 -0.23621489
1400.00000000 -0.17490020 0.06076452 -0.23566473
1450.00000000 -0.17492582 0.06079021 -0.23571603
1500.00000000 -0.17488196 0.06078235 -0.23566431
1550.00000000 -0.17506859 0.06085155 -0.23592015
1600.00000000 -0.17397509 0.06046412 -0.23443921
1650.00000000 -0.17490850 0.06079357 -0.23570207
1700.00000000 -0.17485411 0.06077102 -0.23562513
1750.00000000 -0.17475412 0.06072482 -0.23547894
1800.00000000 -0.17518594 0.06088794 -0.23607388
1850.00000000 -0.17517729 0.06087989 -0.23605718
1900.00000000 -0.17488694 0.06079825 -0.23568518
1950.00000000 -0.17465670 0.06070895 -0.23536566
2000.00000000 -0.17468070 0.06067077 -0.23535147
2050.00000000 -0.17485389 0.06075646 -0.23561035
2100.00000000 -0.17468827 0.06070814 -0.23539641
2150.00000000 -0.17440274 0.06059644 -0.23499918
2200.00000000 -0.17459945 0.06066992 -0.23526937
2250.00000000 -0.17457971 0.06067299 -0.23525269
2300.00000000 -0.17536554 0.06094587 -0.23631141
2350.00000000 -0.17484195 0.06074088 -0.23558283
2400.00000000 -0.17480052 0.06074487 -0.23554538
2450.00000000 -0.17505798 0.06084267 -0.23590066
2500.00000000 -0.17590071 0.06114171 -0.23704241
2550.00000000 -0.17479644 0.06073472 -0.23553115
2600.00000000 -0.17441080 0.06059316 -0.23500396
2650.00000000 -0.17475145 0.06073532 -0.23548678
2700.00000000 -0.17506645 0.06084714 -0.23591359
2750.00000000 -0.17446266 0.06061906 -0.23508172
2800.00000000 -0.17495257 0.06080437 -0.23575695
2850.00000000 -0.17452880 0.06065791 -0.23518671
2900.00000000 -0.17482004 0.06076651 -0.23558655
2950.00000000 -0.17391539 0.06043970 -0.23435509
3000.00000000 -0.17409717 0.06050558 -0.23460275
3050.00000000 -0.17447442 0.06065321 -0.23512763
3100.00000000 -0.17526995 0.06092959 -0.23619954
3150.00000000 -0.17475039 0.06073044 -0.23548083
3200.00000000 -0.17474062 0.06073824 -0.23547886
3250.00000000 -0.17466362 0.06070882 -0.23537244
3300.00000000 -0.17470152 0.06073066 -0.23543218
3350.00000000 -0.17491942 0.06079680 -0.23571622
3400.00000000 -0.17482613 0.06074120 -0.23556733
3450.00000000 -0.17542371 0.06066599 -0.23608971
3500.00000000 -0.17500548 0.05937839 -0.23438387
3550.00000000 -0.17525674 0.05995404 -0.23521078
3600.00000000 -0.17542523 0.06033086 -0.23575608
3650.00000000 -0.17492207 0.06034238 -0.23526445
3700.00000000 -0.17588607 0.06069477 -0.23658083
3750.00000000 -0.17470740 0.06041087 -0.23511827
3800.00000000 -0.17542094 0.06070266 -0.23612361
3850.00000000 -0.17538917 0.06065805 -0.23604722
3900.00000000 -0.17580893 0.06089443 -0.23670337
3950.00000000 -0.17674249 0.06130722 -0.23804972
4000.00000000 -0.17525477 0.06074600 -0.23600078
4050.00000000 -0.17554739 0.06079815 -0.23634554
4100.00000000 -0.17535766 0.06080077 -0.23615843
4150.00000000 -0.17578609 0.06099704 -0.23678313
4200.00000000 -0.17512580 0.06071289 -0.23583868
4250.00000000 -0.17551131 0.06088751 -0.23639882
4300.00000000 -0.17513701 0.06069345 -0.23583046
4350.00000000 -0.17533762 0.06080819 -0.23614581
4400.00000000 -0.17548652 0.06091699 -0.23640351
4450.00000000 -0.17522468 0.06085265 -0.23607734
